timestamp,actual_value,reconstructed_value,reconstruction_error,anomaly_score,prediction,prediction_label,ground_truth,ground_truth_label,status
2014-12-21 02:30:00,17359.0,17803.594,0.002253,0.420013,0,Normal,0,Normal,True Negative (TN)
2014-12-21 03:00:00,15156.001,14866.957,0.002113,0.393962,0,Normal,0,Normal,True Negative (TN)
2014-12-21 03:30:00,12970.0,11909.041,0.002366,0.441149,0,Normal,0,Normal,True Negative (TN)
2014-12-21 04:00:00,11246.0,9667.314,0.002631,0.490548,0,Normal,0,Normal,True Negative (TN)
2014-12-21 04:30:00,6712.0,7742.8896,0.00177,0.330064,0,Normal,0,Normal,True Negative (TN)
2014-12-21 05:00:00,4593.0,5918.344,0.001536,0.286318,0,Normal,0,Normal,True Negative (TN)
2014-12-21 05:30:00,3675.0002,4562.0303,0.001899,0.354149,0,Normal,0,Normal,True Negative (TN)
2014-12-21 06:00:00,3974.0,3791.91,0.002101,0.391751,0,Normal,0,Normal,True Negative (TN)
2014-12-21 06:30:00,3929.0,3336.805,0.001836,0.342352,0,Normal,0,Normal,True Negative (TN)
2014-12-21 07:00:00,3922.0,3099.6562,0.001119,0.208657,0,Normal,0,Normal,True Negative (TN)
2014-12-21 07:30:00,5061.0005,3275.2764,0.000623,0.116249,0,Normal,0,Normal,True Negative (TN)
2014-12-21 08:00:00,5995.0,4413.206,0.000563,0.104944,0,Normal,0,Normal,True Negative (TN)
2014-12-21 08:30:00,7813.0,6841.6973,0.000477,0.08897,0,Normal,0,Normal,True Negative (TN)
2014-12-21 09:00:00,9237.0,9971.359,0.00042,0.078402,0,Normal,0,Normal,True Negative (TN)
2014-12-21 09:30:00,12647.0,13181.577,0.000403,0.075207,0,Normal,0,Normal,True Negative (TN)
2014-12-21 10:00:00,13946.0,15910.9,0.000583,0.108631,0,Normal,0,Normal,True Negative (TN)
2014-12-21 10:30:00,18143.0,17952.238,0.000637,0.118707,0,Normal,0,Normal,True Negative (TN)
2014-12-21 11:00:00,18415.0,19101.566,0.000733,0.136648,0,Normal,0,Normal,True Negative (TN)
2014-12-21 11:30:00,19646.0,19527.557,0.000685,0.1278,0,Normal,0,Normal,True Negative (TN)
2014-12-21 12:00:00,20124.0,19341.834,0.000618,0.115266,0,Normal,0,Normal,True Negative (TN)
2014-12-21 12:30:00,21234.998,18796.756,0.00088,0.164173,0,Normal,0,Normal,True Negative (TN)
2014-12-21 13:00:00,20708.998,19086.014,0.000944,0.17597,0,Normal,0,Normal,True Negative (TN)
2014-12-21 13:30:00,20381.998,18680.254,0.000878,0.163682,0,Normal,0,Normal,True Negative (TN)
2014-12-21 14:00:00,20570.0,18015.521,0.001331,0.248225,0,Normal,0,Normal,True Negative (TN)
2014-12-21 14:30:00,20093.0,18311.383,0.001563,0.291479,0,Normal,0,Normal,True Negative (TN)
2014-12-21 15:00:00,19670.0,18946.814,0.001452,0.270835,0,Normal,0,Normal,True Negative (TN)
2014-12-21 15:30:00,19194.0,19395.586,0.001434,0.267394,0,Normal,0,Normal,True Negative (TN)
2014-12-21 16:00:00,17506.0,19617.547,0.001629,0.303767,0,Normal,0,Normal,True Negative (TN)
2014-12-21 16:30:00,15650.0,19782.863,0.002328,0.434022,0,Normal,0,Normal,True Negative (TN)
2014-12-21 17:00:00,17057.0,19856.154,0.002589,0.482683,0,Normal,0,Normal,True Negative (TN)
2014-12-21 17:30:00,19010.0,19786.53,0.002442,0.455403,0,Normal,0,Normal,True Negative (TN)
2014-12-21 18:00:00,19688.0,19486.49,0.00226,0.421488,0,Normal,0,Normal,True Negative (TN)
2014-12-21 18:30:00,19460.998,19023.852,0.002018,0.376267,0,Normal,0,Normal,True Negative (TN)
2014-12-21 19:00:00,19098.0,18619.965,0.001562,0.291233,0,Normal,0,Normal,True Negative (TN)
2014-12-21 19:30:00,17989.0,18034.059,0.001314,0.24503,0,Normal,0,Normal,True Negative (TN)
2014-12-21 20:00:00,16406.0,16403.678,0.004817,0.89827,0,Normal,0,Normal,True Negative (TN)
2014-12-21 20:30:00,16716.0,16218.484,0.004898,0.913261,0,Normal,0,Normal,True Negative (TN)
2014-12-21 21:00:00,15983.0,16800.387,0.00283,0.527658,0,Normal,0,Normal,True Negative (TN)
2014-12-21 21:30:00,16304.001,16215.081,0.001907,0.355623,0,Normal,0,Normal,True Negative (TN)
2014-12-21 22:00:00,15546.0,16805.316,0.001148,0.214063,0,Normal,0,Normal,True Negative (TN)
2014-12-21 22:30:00,13653.001,15978.022,0.001391,0.259284,0,Normal,0,Normal,True Negative (TN)
2014-12-21 23:00:00,12018.001,15383.802,0.002129,0.396912,0,Normal,0,Normal,True Negative (TN)
2014-12-21 23:30:00,10392.0,15977.466,0.003969,0.739998,0,Normal,0,Normal,True Negative (TN)
2014-12-22 00:00:00,8488.0,14550.377,0.004738,0.883524,0,Normal,0,Normal,True Negative (TN)
2014-12-22 00:30:00,6812.0,10021.309,0.003524,0.657175,0,Normal,0,Normal,True Negative (TN)
2014-12-22 01:00:00,5155.0,7010.481,0.002802,0.522497,0,Normal,0,Normal,True Negative (TN)
2014-12-22 01:30:00,4081.0,5415.3076,0.00247,0.460564,0,Normal,0,Normal,True Negative (TN)
2014-12-22 02:00:00,3429.0,4042.1028,0.002022,0.377005,0,Normal,0,Normal,True Negative (TN)
2014-12-22 02:30:00,2686.0002,3055.9114,0.001561,0.290987,0,Normal,0,Normal,True Negative (TN)
2014-12-22 03:00:00,2341.0,2439.2253,0.001128,0.210377,0,Normal,0,Normal,True Negative (TN)
2014-12-22 03:30:00,2080.0,2152.437,0.000766,0.142792,0,Normal,0,Normal,True Negative (TN)
2014-12-22 04:00:00,2561.0,2213.3572,0.000712,0.132716,0,Normal,0,Normal,True Negative (TN)
2014-12-22 04:30:00,2438.0,2714.6562,0.000807,0.150411,0,Normal,0,Normal,True Negative (TN)
2014-12-22 05:00:00,2549.0,3601.2173,0.000954,0.177936,0,Normal,0,Normal,True Negative (TN)
2014-12-22 05:30:00,4002.9998,4740.3643,0.00085,0.158521,0,Normal,0,Normal,True Negative (TN)
2014-12-22 06:00:00,5410.0,6124.3726,0.000589,0.109859,0,Normal,0,Normal,True Negative (TN)
2014-12-22 06:30:00,9139.0,8066.5347,0.00042,0.078402,0,Normal,0,Normal,True Negative (TN)
2014-12-22 07:00:00,10980.001,10307.581,0.000323,0.060215,0,Normal,0,Normal,True Negative (TN)
2014-12-22 07:30:00,13351.001,12639.2705,0.000295,0.055054,0,Normal,0,Normal,True Negative (TN)
2014-12-22 08:00:00,14666.001,14647.104,0.000245,0.045715,0,Normal,0,Normal,True Negative (TN)
2014-12-22 08:30:00,16540.0,15750.981,0.00022,0.041046,0,Normal,0,Normal,True Negative (TN)
2014-12-22 09:00:00,16439.0,15924.519,0.000145,0.027037,0,Normal,0,Normal,True Negative (TN)
2014-12-22 09:30:00,16681.0,15144.554,0.000221,0.041291,0,Normal,0,Normal,True Negative (TN)
2014-12-22 10:00:00,15663.001,14352.252,0.000252,0.046944,0,Normal,0,Normal,True Negative (TN)
2014-12-22 10:30:00,16128.0,14020.551,0.000381,0.071029,0,Normal,0,Normal,True Negative (TN)
2014-12-22 11:00:00,16377.0,14151.617,0.000529,0.098554,0,Normal,0,Normal,True Negative (TN)
2014-12-22 11:30:00,17607.0,14592.853,0.000833,0.155326,0,Normal,0,Normal,True Negative (TN)
2014-12-22 12:00:00,17770.0,15150.345,0.001037,0.193419,0,Normal,0,Normal,True Negative (TN)
2014-12-22 12:30:00,17843.0,15716.441,0.00116,0.216275,0,Normal,0,Normal,True Negative (TN)
2014-12-22 13:00:00,17279.0,16242.609,0.001114,0.207673,0,Normal,0,Normal,True Negative (TN)
2014-12-22 13:30:00,18264.0,16727.545,0.00114,0.212589,0,Normal,0,Normal,True Negative (TN)
2014-12-22 14:00:00,18359.0,17153.33,0.001168,0.21775,0,Normal,0,Normal,True Negative (TN)
2014-12-22 14:30:00,18664.0,17509.318,0.001173,0.218733,0,Normal,0,Normal,True Negative (TN)
2014-12-22 15:00:00,18428.0,17753.705,0.001151,0.214555,0,Normal,0,Normal,True Negative (TN)
2014-12-22 15:30:00,15976.001,17810.346,0.001192,0.222174,0,Normal,0,Normal,True Negative (TN)
2014-12-22 16:00:00,13994.0,17625.197,0.001698,0.316547,0,Normal,0,Normal,True Negative (TN)
2014-12-22 16:30:00,12958.0,17273.266,0.002357,0.439429,0,Normal,0,Normal,True Negative (TN)
2014-12-22 17:00:00,15433.001,16884.148,0.002105,0.392488,0,Normal,0,Normal,True Negative (TN)
2014-12-22 17:30:00,17793.0,16045.291,0.00175,0.326377,0,Normal,0,Normal,True Negative (TN)
2014-12-22 18:00:00,19903.0,15347.651,0.002421,0.451471,0,Normal,0,Normal,True Negative (TN)
2014-12-22 18:30:00,20358.0,16235.644,0.002599,0.484649,0,Normal,0,Normal,True Negative (TN)
2014-12-22 19:00:00,20799.998,18081.63,0.002047,0.381674,0,Normal,0,Normal,True Negative (TN)
2014-12-22 19:30:00,19898.0,20434.24,0.001259,0.234707,0,Normal,0,Normal,True Negative (TN)
2014-12-22 20:00:00,18981.0,21672.123,0.001791,0.333996,0,Normal,0,Normal,True Negative (TN)
2014-12-22 20:30:00,19600.0,22129.018,0.002594,0.483666,0,Normal,0,Normal,True Negative (TN)
2014-12-22 21:00:00,19672.0,22336.3,0.00353,0.658158,0,Normal,0,Normal,True Negative (TN)
2014-12-22 21:30:00,20359.0,22351.531,0.004085,0.761625,0,Normal,0,Normal,True Negative (TN)
2014-12-22 22:00:00,19147.0,22370.682,0.004842,0.902939,0,Normal,0,Normal,True Negative (TN)
2014-12-22 22:30:00,17490.0,21915.986,0.00521,0.971507,0,Normal,0,Normal,True Negative (TN)
2014-12-22 23:00:00,14392.0,20433.0,0.005413,1.009323,1,Anomaly,0,Normal,False Positive (FP)
2014-12-22 23:30:00,12366.001,18049.865,0.004972,0.927024,0,Normal,0,Normal,True Negative (TN)
2014-12-23 00:00:00,10077.0,13658.568,0.00398,0.74221,0,Normal,0,Normal,True Negative (TN)
2014-12-23 00:30:00,8426.0,10919.13,0.003743,0.697972,0,Normal,0,Normal,True Negative (TN)
2014-12-23 01:00:00,7343.0,7893.1055,0.003254,0.606794,0,Normal,0,Normal,True Negative (TN)
2014-12-23 01:30:00,5818.0,5709.5166,0.002742,0.511192,0,Normal,0,Normal,True Negative (TN)
2014-12-23 02:00:00,4395.0,4317.2017,0.002308,0.430335,0,Normal,0,Normal,True Negative (TN)
2014-12-23 02:30:00,3238.0,3309.43,0.001717,0.320233,0,Normal,0,Normal,True Negative (TN)
2014-12-23 03:00:00,2837.0,2593.0923,0.001137,0.212097,0,Normal,0,Normal,True Negative (TN)
2014-12-23 03:30:00,2628.0,2121.1235,0.001127,0.210131,0,Normal,0,Normal,True Negative (TN)
2014-12-23 04:00:00,2815.0002,1883.0536,0.00107,0.199563,0,Normal,0,Normal,True Negative (TN)
2014-12-23 04:30:00,2524.0,2071.6008,0.000604,0.112563,0,Normal,0,Normal,True Negative (TN)
2014-12-23 05:00:00,2749.0,2865.9502,0.000457,0.085283,0,Normal,0,Normal,True Negative (TN)
2014-12-23 05:30:00,4221.0,4309.9385,0.000471,0.087741,0,Normal,0,Normal,True Negative (TN)
2014-12-23 06:00:00,5790.0,6196.6235,0.000419,0.078156,0,Normal,0,Normal,True Negative (TN)
2014-12-23 06:30:00,9106.0,8725.667,0.000361,0.067342,0,Normal,0,Normal,True Negative (TN)
2014-12-23 07:00:00,10805.0,11381.331,0.000299,0.055791,0,Normal,0,Normal,True Negative (TN)
2014-12-23 07:30:00,13627.0,14039.553,0.000285,0.053088,0,Normal,0,Normal,True Negative (TN)
2014-12-23 08:00:00,14896.001,16255.983,0.000369,0.068817,0,Normal,0,Normal,True Negative (TN)
2014-12-23 08:30:00,16914.0,17580.379,0.000468,0.087249,0,Normal,0,Normal,True Negative (TN)
2014-12-23 09:00:00,16813.002,17929.19,0.000602,0.112317,0,Normal,0,Normal,True Negative (TN)
2014-12-23 09:30:00,17257.0,17100.592,0.000443,0.08258,0,Normal,0,Normal,True Negative (TN)
2014-12-23 10:00:00,16746.0,15751.716,0.000373,0.069554,0,Normal,0,Normal,True Negative (TN)
2014-12-23 10:30:00,16668.0,14676.882,0.00054,0.100766,0,Normal,0,Normal,True Negative (TN)
2014-12-23 11:00:00,16334.0,14538.568,0.00068,0.126817,0,Normal,0,Normal,True Negative (TN)
2014-12-23 11:30:00,17869.0,14980.476,0.001318,0.2458,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 12:00:00,18559.0,15604.727,0.001503,0.280203,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 12:30:00,18627.0,16220.872,0.001577,0.294118,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 13:00:00,18394.002,16763.158,0.001635,0.304942,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 13:30:00,19529.0,17265.787,0.001936,0.360991,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 14:00:00,18765.002,17711.857,0.001953,0.364083,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 14:30:00,19273.0,18095.133,0.001913,0.356739,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 15:00:00,18364.0,18352.312,0.001807,0.337025,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 15:30:00,16426.0,18414.432,0.001953,0.364083,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 16:00:00,13940.0,18213.01,0.003064,0.571273,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 16:30:00,12171.001,17793.117,0.004815,0.897905,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 17:00:00,14585.0,17257.625,0.004531,0.844948,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 17:30:00,16878.0,15786.795,0.003153,0.587894,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 18:00:00,19444.0,13613.798,0.004907,0.914914,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 18:30:00,20376.998,14953.336,0.005505,1.026556,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-23 19:00:00,20065.0,16113.986,0.005487,1.023137,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-23 19:30:00,19194.0,19031.139,0.00473,0.882057,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 20:00:00,18589.002,21361.875,0.005313,0.990677,0,Normal,1,Anomaly,False Negative (FN)
2014-12-23 20:30:00,17560.0,22128.674,0.006186,1.153478,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-23 21:00:00,17394.0,22390.826,0.006987,1.302829,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-23 21:30:00,18424.0,22359.54,0.007276,1.356716,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-23 22:00:00,16611.0,22100.016,0.007533,1.404585,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-23 22:30:00,15547.001,21424.771,0.007413,1.382292,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-23 23:00:00,14391.001,20001.492,0.007015,1.308027,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-23 23:30:00,12687.001,16702.434,0.00649,1.2101,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 00:00:00,11488.001,15141.009,0.006532,1.217896,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 00:30:00,9158.0,11321.497,0.006135,1.143904,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 01:00:00,7484.0,9161.472,0.005957,1.110806,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 01:30:00,6303.0,6818.1265,0.005413,1.009323,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 02:00:00,5454.0,5167.703,0.004523,0.843402,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 02:30:00,4400.0,4032.4492,0.003308,0.616885,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 03:00:00,3409.0,3240.8945,0.002336,0.435595,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 03:30:00,3301.0,2740.2678,0.002009,0.37452,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 04:00:00,3479.0,2452.9983,0.001882,0.350941,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 04:30:00,2809.0,2512.8352,0.001186,0.221061,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 05:00:00,2713.0,3070.5178,0.001107,0.206372,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 05:30:00,3654.0,4098.4785,0.0013,0.242321,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 06:00:00,4943.0005,5352.912,0.001202,0.224153,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 06:30:00,6952.0,6949.6655,0.000785,0.146457,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 07:00:00,7357.0,8735.204,0.000622,0.11592,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 07:30:00,9019.0,10675.62,0.000715,0.133315,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 08:00:00,9982.0,12450.549,0.001047,0.195162,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 08:30:00,12036.0,14031.106,0.001337,0.249279,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 09:00:00,13416.0,15005.822,0.001596,0.297597,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 09:30:00,16386.002,15043.614,0.00142,0.264741,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 10:00:00,18242.0,14545.76,0.002241,0.417814,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 10:30:00,17436.0,13922.726,0.003018,0.562769,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 11:00:00,19281.0,13797.138,0.004714,0.878965,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 11:30:00,18938.998,14007.092,0.005666,1.056508,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 12:00:00,18558.0,14509.076,0.005915,1.102873,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 12:30:00,20400.0,15251.252,0.006303,1.175361,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 13:00:00,21494.0,16114.213,0.00664,1.238138,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 13:30:00,19961.0,16976.578,0.006465,1.20545,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 14:00:00,19618.0,17756.781,0.006196,1.155256,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 14:30:00,17870.0,18396.55,0.005834,1.087829,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 15:00:00,17549.0,18892.436,0.005495,1.024641,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 15:30:00,17387.002,19231.166,0.005027,0.937333,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 16:00:00,15882.0,19365.887,0.005436,1.013563,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 16:30:00,15280.001,19283.379,0.00556,1.036814,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 17:00:00,16907.0,18975.568,0.005054,0.942358,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 17:30:00,16821.0,18446.545,0.00437,0.814798,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 18:00:00,17096.0,17826.584,0.003501,0.652834,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 18:30:00,16830.0,16624.895,0.002554,0.476182,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 19:00:00,15846.001,14477.974,0.00543,1.012469,1,Anomaly,1,Anomaly,True Positive (TP)
2014-12-24 19:30:00,14421.0,13706.161,0.005019,0.935787,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 20:00:00,13101.0,14510.762,0.003182,0.593306,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 20:30:00,13010.0,15342.361,0.002707,0.504787,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 21:00:00,12453.001,15580.299,0.002776,0.517543,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 21:30:00,12904.0,15437.867,0.003118,0.581323,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 22:00:00,12563.001,15262.296,0.00342,0.637759,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 22:30:00,12915.001,15069.548,0.00375,0.69922,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 23:00:00,12169.001,14897.592,0.004005,0.746765,0,Normal,1,Anomaly,False Negative (FN)
2014-12-24 23:30:00,11420.0,14739.541,0.004388,0.818277,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 00:00:00,10665.001,14605.461,0.005062,0.943905,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 00:30:00,9890.001,14304.749,0.005259,0.980627,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 01:00:00,8488.0,13285.476,0.004502,0.839537,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 01:30:00,7209.0,11399.909,0.004189,0.781168,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 02:00:00,6240.0,8484.8,0.00352,0.656313,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 02:30:00,5143.0005,6387.164,0.003509,0.654381,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 03:00:00,4002.9998,5372.623,0.003449,0.643171,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 03:30:00,3414.0,4427.768,0.003194,0.595625,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 04:00:00,3206.0,3826.7715,0.003325,0.619978,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 04:30:00,2193.0,3517.2642,0.003849,0.717774,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 05:00:00,1800.9999,3395.9316,0.003669,0.684145,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 05:30:00,1756.0,3474.2383,0.003337,0.622297,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 06:00:00,2144.0,3714.034,0.002633,0.490871,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 06:30:00,2710.0,4077.5361,0.001872,0.349008,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 07:00:00,2637.0,4470.177,0.001484,0.276724,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 07:30:00,3029.0,4884.0386,0.001331,0.248119,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 08:00:00,2926.0,5296.1772,0.001335,0.248892,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 08:30:00,3485.0,5632.7583,0.001105,0.205986,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 09:00:00,4195.0,5920.196,0.000746,0.139113,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 09:30:00,5410.0,6116.544,0.000327,0.06103,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 10:00:00,6572.0,6320.8413,0.000137,0.025468,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 10:30:00,7857.0,6511.5615,0.00024,0.044795,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 11:00:00,8586.0,6764.7915,0.000601,0.112055,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 11:30:00,9599.0,7096.3257,0.00125,0.233044,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 12:00:00,10158.0,7493.09,0.00199,0.371041,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 12:30:00,10843.001,7959.781,0.002709,0.505173,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 13:00:00,10618.0,8484.441,0.002991,0.557744,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 13:30:00,11206.001,9057.639,0.003068,0.572046,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 14:00:00,11176.0,9583.23,0.002914,0.543441,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 14:30:00,12218.0,10051.958,0.002892,0.539189,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 15:00:00,12039.001,10447.899,0.002689,0.501308,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 15:30:00,11754.0,10784.71,0.002506,0.467292,0,Normal,1,Anomaly,False Negative (FN)
2014-12-25 16:00:00,11282.001,11078.721,0.00244,0.454922,0,Normal,1,Anomaly,False Negative (FN)
